,Unnamed: 0,id,carat,cut,color,clarity,depth,table,x,y,z,price
1698,1698,1698,0.55,Ideal,G,VS1,60.8,57.0,5.31,5.35,3.24,1873
1699,1699,1699,1.0,Premium,F,SI1,60.1,58.0,6.45,6.48,3.89,5703
1700,1700,1700,1.14,Ideal,F,VS2,59.4,57.0,6.84,6.79,4.04,8296
1701,1701,1701,0.51,Premium,G,VS2,60.8,58.0,5.2,5.12,3.14,1546
1702,1702,1702,0.72,Premium,F,VS2,61.1,59.0,5.79,5.76,3.53,2862
1703,1703,1703,1.13,Premium,G,SI2,60.9,59.0,6.72,6.68,4.09,5370
1704,1704,1704,0.93,Ideal,E,SI1,62.6,57.0,6.18,6.23,3.89,4434
1705,1705,1705,0.72,Ideal,G,VVS2,61.5,57.0,5.76,5.74,3.53,3160
1706,1706,1706,0.31,Ideal,G,SI2,62.2,55.0,4.32,4.34,2.7,452
1707,1707,1707,0.52,Very Good,G,SI1,62.8,59.0,5.1,5.07,3.19,1219
1708,1708,1708,0.31,Ideal,E,VS1,61.5,55.0,4.34,4.37,2.68,692
1709,1709,1709,0.71,Ideal,G,VS1,62.2,56.0,5.7,5.72,3.55,2805
1710,1710,1710,0.34,Ideal,J,VS1,61.7,57.0,4.44,4.47,2.75,537
1711,1711,1711,0.4,Very Good,E,VS2,62.1,55.0,4.67,4.71,2.92,958
1712,1712,1712,1.0,Very Good,G,VVS2,62.2,60.0,6.34,6.41,3.97,8442
1713,1713,1713,1.02,Premium,G,VS1,62.5,58.0,6.36,6.41,3.99,7198
1714,1714,1714,0.42,Premium,E,SI1,60.3,58.0,4.82,4.85,2.92,852
1715,1715,1715,0.52,Premium,G,SI2,61.3,60.0,5.19,5.17,3.17,1199
1716,1716,1716,1.02,Ideal,D,SI2,62.2,56.0,6.43,6.46,4.02,4524
1717,1717,1717,0.5,Very Good,F,SI2,61.0,55.0,5.18,5.15,3.14,1157
1718,1718,1718,0.3,Ideal,I,SI1,61.9,57.0,4.28,4.31,2.66,422
1719,1719,1719,0.5,Premium,F,VS2,62.4,58.0,5.07,5.04,3.16,1316
1720,1720,1720,0.52,Ideal,F,VS1,62.2,55.0,5.16,5.19,3.22,1600
1721,1721,1721,1.01,Premium,D,SI1,59.2,58.0,6.61,6.57,3.89,5708
1722,1722,1722,1.22,Premium,H,SI1,62.9,58.0,6.81,6.77,4.26,7079
1723,1723,1723,0.41,Ideal,D,SI2,61.4,54.0,4.8,4.83,2.95,778
1724,1724,1724,0.31,Ideal,G,VS2,62.1,54.0,4.32,4.35,2.69,544
1725,1725,1725,1.25,Premium,H,SI2,61.3,60.0,6.99,6.92,4.26,4980
1726,1726,1726,1.06,Premium,F,SI1,61.8,57.0,6.53,6.57,4.05,5198
1727,1727,1727,0.54,Ideal,G,VS1,61.9,55.0,5.22,5.25,3.23,1836
1728,1728,1728,0.53,Ideal,G,VS2,62.2,55.0,5.18,5.22,3.23,1422
1729,1729,1729,1.5,Premium,E,SI2,61.8,59.0,7.33,7.34,4.53,7404
1730,1730,1730,0.79,Ideal,F,SI2,62.2,57.0,5.93,5.95,3.69,2812
1731,1731,1731,0.71,Premium,E,SI1,60.7,58.0,5.76,5.82,3.52,2515
1732,1732,1732,0.73,Ideal,E,VS2,59.8,57.0,5.83,5.89,3.51,3091
1733,1733,1733,0.56,Very Good,F,SI1,62.8,57.0,5.21,5.17,3.26,1291
1734,1734,1734,1.82,Premium,H,SI1,62.2,58.0,7.85,7.74,4.84,13869
1735,1735,1735,1.36,Very Good,J,SI1,62.0,57.0,7.1,7.14,4.4,5543
1736,1736,1736,0.31,Ideal,E,VS2,60.6,57.0,4.4,4.42,2.68,627
1737,1737,1737,0.5,Ideal,E,SI2,61.0,56.0,5.17,5.15,3.15,1203
1738,1738,1738,1.12,Premium,G,SI2,62.3,57.0,6.65,6.6,4.13,4956
1739,1739,1739,0.25,Ideal,H,VVS1,61.8,55.0,4.08,4.12,2.54,576
1740,1740,1740,0.3,Good,G,VVS2,63.1,58.0,4.27,4.29,2.69,764
1741,1741,1741,1.01,Premium,G,VVS2,59.6,59.0,6.57,6.53,3.89,8037
1742,1742,1742,0.36,Ideal,E,SI1,62.7,55.0,4.55,4.49,2.84,755
1743,1743,1743,0.53,Ideal,D,VS1,60.2,53.7,5.27,5.29,3.18,2033
1744,1744,1744,1.04,Premium,H,SI2,62.6,59.0,6.42,6.46,4.03,4452
1745,1745,1745,0.42,Ideal,H,VS2,61.3,55.0,4.81,4.84,2.96,852
1746,1746,1746,0.34,Ideal,G,VS2,61.4,55.0,4.54,4.51,2.78,596
1747,1747,1747,1.64,Premium,G,SI2,60.2,59.0,7.73,7.61,4.6,10633
1748,1748,1748,1.54,Premium,H,VS2,62.4,58.0,7.38,7.31,4.58,10316
1749,1749,1749,0.4,Ideal,G,VS2,60.8,55.0,4.8,4.78,2.91,773
1750,1750,1750,1.22,Premium,G,SI2,60.2,58.0,6.99,6.95,4.18,5183
1751,1751,1751,0.3,Ideal,E,VVS2,62.2,56.0,4.29,4.27,2.66,1013
1752,1752,1752,2.01,Premium,J,VS2,61.3,58.0,8.1,8.05,4.97,12931
1753,1753,1753,1.15,Very Good,I,VS2,62.6,57.0,6.68,6.72,4.2,4959
1754,1754,1754,1.11,Ideal,H,VS2,61.3,56.0,6.69,6.66,4.09,4955
1755,1755,1755,0.72,Ideal,H,VVS2,61.4,57.0,5.74,5.77,3.54,3053
1756,1756,1756,0.41,Ideal,F,VVS2,61.6,57.0,4.77,4.76,2.94,1115
1757,1757,1757,1.13,Ideal,G,VS2,61.5,56.0,6.72,6.77,4.14,7192
1758,1758,1758,0.77,Ideal,E,SI1,62.2,56.0,5.87,5.91,3.65,3189
1759,1759,1759,2.0,Premium,J,SI2,59.8,61.0,8.11,8.2,4.88,12407
1760,1760,1760,0.7,Premium,D,SI1,60.4,59.0,5.78,5.74,3.49,2509
1761,1761,1761,0.7,Good,F,VS2,62.8,57.0,5.61,5.66,3.54,3253
1762,1762,1762,0.33,Ideal,F,VVS2,61.9,56.0,4.44,4.42,2.74,1040
1763,1763,1763,0.6,Ideal,E,SI1,62.0,55.0,5.39,5.44,3.35,1651
1764,1764,1764,0.5,Ideal,D,VS2,62.2,56.0,5.07,5.1,3.16,1857
1765,1765,1765,1.0,Very Good,E,VS2,63.1,57.0,6.34,6.3,3.99,6332
1766,1766,1766,1.06,Ideal,I,I1,62.3,57.0,6.53,6.47,4.05,3455
1767,1767,1767,0.72,Ideal,D,VS1,62.0,57.0,5.73,5.75,3.56,3093
1768,1768,1768,0.23,Very Good,F,VVS2,60.5,61.0,3.93,3.99,2.36,552
1769,1769,1769,0.29,Good,F,VS2,63.8,59.0,4.16,4.13,2.65,587
1770,1770,1770,0.31,Ideal,F,VVS2,61.8,57.0,4.33,4.35,2.68,789
1771,1771,1771,0.42,Ideal,E,VS1,61.9,56.0,4.79,4.75,2.95,1031
1772,1772,1772,0.3,Very Good,I,VS1,63.8,58.0,4.26,4.31,2.73,473
1773,1773,1773,0.58,Very Good,H,SI1,61.3,54.0,5.37,5.39,3.3,1161
1774,1774,1774,2.02,Premium,G,SI2,60.8,57.0,8.15,8.12,4.94,13027
1775,1775,1775,0.4,Premium,G,VVS1,61.0,58.0,4.8,4.77,2.92,1179
1776,1776,1776,0.6,Ideal,E,VS2,60.6,56.0,5.45,5.48,3.31,2016
1777,1777,1777,0.7,Ideal,D,SI1,61.2,57.0,5.72,5.76,3.5,2975
1778,1778,1778,0.72,Ideal,H,SI1,61.2,57.0,5.75,5.79,3.53,2337
1779,1779,1779,0.78,Very Good,F,SI2,62.8,56.0,5.89,5.82,3.68,2423
1780,1780,1780,0.44,Ideal,I,VS2,62.3,55.0,4.85,4.9,3.04,773
1781,1781,1781,0.74,Very Good,G,SI2,62.8,59.0,5.73,5.77,3.61,2383
1782,1782,1782,0.5,Ideal,E,VS1,61.6,53.0,5.11,5.14,3.15,1950
1783,1783,1783,0.55,Very Good,E,SI1,63.5,56.0,5.2,5.24,3.31,1549
1784,1784,1784,2.06,Good,E,I1,62.6,58.0,8.06,8.03,5.04,6229
1785,1785,1785,0.3,Ideal,G,VS1,62.3,55.0,4.3,4.32,2.68,672
1786,1786,1786,0.43,Ideal,F,VVS2,61.9,55.0,4.83,4.87,3.0,1263
1787,1787,1787,1.01,Ideal,J,SI1,62.5,57.0,6.36,6.39,3.98,4082
1788,1788,1788,0.37,Ideal,F,VS1,62.4,54.0,4.61,4.64,2.89,741
1789,1789,1789,1.0,Premium,F,SI1,62.1,59.0,6.34,6.3,3.92,4742
1790,1790,1790,0.3,Ideal,D,VS2,60.6,55.0,4.36,4.38,2.65,911
1791,1791,1791,2.05,Premium,I,VS2,59.7,60.0,8.32,8.25,4.96,15529
1792,1792,1792,0.76,Very Good,E,SI1,60.0,59.0,5.9,5.93,3.55,2668
1793,1793,1793,0.42,Ideal,F,SI1,62.1,55.0,4.8,4.83,2.99,773
1794,1794,1794,0.3,Good,G,VS1,63.8,59.0,4.23,4.26,2.71,565
1795,1795,1795,0.21,Very Good,E,VS2,63.7,55.0,3.84,3.88,2.4,367
1796,1796,1796,0.73,Premium,D,SI1,61.3,59.0,5.78,5.76,3.54,2904
1797,1797,1797,0.5,Premium,D,VS2,61.0,59.0,5.13,5.1,3.12,1845
1798,1798,1798,0.72,Ideal,G,VVS2,61.5,57.0,5.75,5.78,3.55,2993
1799,1799,1799,0.7,Good,D,SI2,61.5,58.0,5.61,5.65,3.47,2351
1800,1800,1800,0.3,Ideal,I,VS1,61.9,57.0,4.33,4.31,2.67,608
1801,1801,1801,1.05,Good,D,VS2,63.8,56.0,6.41,6.46,4.1,6579
1802,1802,1802,0.78,Ideal,E,VS2,62.0,56.0,5.91,5.87,3.66,3427
1803,1803,1803,1.53,Premium,H,SI2,60.9,58.0,7.45,7.39,4.53,7577
1804,1804,1804,1.23,Ideal,H,VS2,62.0,55.0,6.91,6.86,4.26,7223
1805,1805,1805,1.02,Ideal,H,VS2,60.9,56.0,6.5,6.53,3.97,5771
1806,1806,1806,0.72,Very Good,G,VS2,63.1,56.0,5.66,5.71,3.59,2647
1807,1807,1807,0.7,Ideal,G,SI1,61.3,56.0,5.75,5.79,3.54,2145
1808,1808,1808,1.5,Fair,G,SI2,68.3,58.0,6.85,6.73,4.79,6382
1809,1809,1809,0.38,Ideal,E,VS2,61.4,57.0,4.64,4.66,2.86,853
1810,1810,1810,1.54,Ideal,H,SI1,61.3,57.0,7.45,7.42,4.56,10821
1811,1811,1811,2.21,Very Good,H,SI2,60.9,58.0,8.33,8.37,5.1,15426
1812,1812,1812,0.7,Ideal,G,SI1,60.1,57.0,5.75,5.78,3.45,2422
1813,1813,1813,1.21,Ideal,H,VS1,61.5,56.0,6.89,6.86,4.23,7404
1814,1814,1814,0.7,Very Good,D,SI1,61.3,57.0,5.68,5.74,3.5,3008
1815,1815,1815,0.3,Ideal,E,VS2,59.8,57.0,4.41,4.38,2.62,609
1816,1816,1816,0.41,Premium,D,VS1,60.8,60.0,4.78,4.81,2.91,1103
1817,1817,1817,1.51,Ideal,I,SI1,60.6,55.0,7.44,7.39,4.49,8731
1818,1818,1818,1.11,Premium,F,SI2,61.8,59.0,6.59,6.68,4.09,4861
1819,1819,1819,1.09,Ideal,H,SI1,61.8,56.0,6.59,6.64,4.09,4771
1820,1820,1820,1.04,Very Good,H,VS2,62.6,56.0,6.45,6.48,4.05,5272
1821,1821,1821,0.57,Ideal,I,SI1,61.7,57.0,5.33,5.37,3.3,1142
1822,1822,1822,1.22,Premium,G,VS2,62.4,59.0,6.82,6.77,4.24,6947
1823,1823,1823,0.35,Ideal,J,VS1,62.3,56.0,4.56,4.54,2.83,569
1824,1824,1824,0.4,Ideal,G,SI1,62.1,57.0,4.71,4.64,2.91,700
1825,1825,1825,0.77,Ideal,D,SI1,61.6,56.0,5.87,5.89,3.62,3514
1826,1826,1826,0.3,Ideal,E,VS1,61.6,57.0,4.27,4.3,2.64,603
1827,1827,1827,0.39,Premium,E,VS1,61.5,59.0,4.73,4.7,2.89,1060
1828,1828,1828,1.05,Ideal,G,VVS2,59.6,57.0,6.68,6.66,3.97,8104
1829,1829,1829,0.54,Ideal,G,VS2,62.4,54.0,5.21,5.18,3.24,1660
1830,1830,1830,0.7,Very Good,H,SI1,62.6,57.0,5.61,5.68,3.53,2112
1831,1831,1831,1.01,Ideal,G,VS1,62.4,56.0,6.38,6.41,3.99,7862
1832,1832,1832,1.14,Very Good,H,SI1,63.3,57.0,6.62,6.57,4.17,5123
1833,1833,1833,1.52,Very Good,H,VS2,61.5,55.0,7.44,7.51,4.61,11138
1834,1834,1834,0.54,Ideal,G,VS2,62.0,55.0,5.26,5.2,3.25,1786
1835,1835,1835,1.51,Ideal,I,VVS2,61.9,58.0,7.29,7.31,4.54,11088
1836,1836,1836,0.32,Ideal,G,VVS1,59.7,57.0,4.49,4.47,2.68,1080
1837,1837,1837,0.43,Ideal,E,VS1,61.3,59.0,4.87,4.83,2.97,1160
1838,1838,1838,0.41,Ideal,G,SI1,61.4,56.0,4.82,4.8,2.95,990
1839,1839,1839,0.41,Premium,D,VS2,61.3,58.0,4.78,4.82,2.95,1077
1840,1840,1840,0.59,Ideal,D,SI1,62.2,59.0,5.38,5.43,3.36,1692
1841,1841,1841,0.42,Premium,F,VVS2,60.7,59.0,4.85,4.82,2.94,1145
1842,1842,1842,2.01,Very Good,F,SI2,61.1,60.0,8.07,8.15,4.92,16603
1843,1843,1843,0.31,Ideal,F,IF,61.7,56.0,4.35,4.38,2.69,901
1844,1844,1844,1.01,Very Good,G,SI2,63.1,58.0,6.38,6.44,4.04,4514
1845,1845,1845,1.5,Good,D,SI1,64.0,58.0,7.23,7.27,4.64,10888
1846,1846,1846,0.31,Very Good,E,VVS2,62.3,59.0,4.29,4.31,2.68,617
1847,1847,1847,1.3,Ideal,H,VS2,62.0,57.0,6.95,6.92,4.3,8061
1848,1848,1848,0.51,Very Good,G,VS1,62.8,58.0,5.06,5.09,3.19,1660
1849,1849,1849,1.05,Premium,H,SI1,59.8,59.0,6.66,6.61,3.95,4641
1850,1850,1850,1.05,Ideal,G,SI1,62.4,56.0,6.5,6.54,4.07,6285
1851,1851,1851,1.01,Premium,H,SI2,61.6,61.0,6.42,6.39,3.95,3838
1852,1852,1852,0.32,Premium,G,IF,62.1,60.0,4.41,4.35,2.72,956
1853,1853,1853,1.22,Ideal,I,VS2,61.8,57.0,6.83,6.88,4.23,5637
1854,1854,1854,0.7,Premium,D,VS2,63.0,59.0,5.62,5.59,3.55,2770
1855,1855,1855,1.01,Very Good,D,SI2,63.1,57.0,6.42,6.37,4.03,4315
1856,1856,1856,0.7,Ideal,F,SI2,61.3,56.0,5.75,5.78,3.53,1642
1857,1857,1857,0.32,Ideal,E,VS2,60.4,56.0,4.44,4.39,2.67,900
1858,1858,1858,2.03,Very Good,I,VS2,60.5,59.0,8.3,8.26,4.99,16389
1859,1859,1859,1.59,Premium,H,VS2,62.4,58.0,7.51,7.46,4.67,10819
1860,1860,1860,0.39,Very Good,G,VS2,60.8,59.0,4.7,4.73,2.87,798
1861,1861,1861,1.59,Very Good,E,SI1,62.4,58.0,7.42,7.48,4.63,12196
1862,1862,1862,0.3,Ideal,H,VS1,61.9,57.0,4.28,4.31,2.66,526
1863,1863,1863,0.7,Very Good,I,VVS2,62.2,59.0,5.67,5.7,3.54,2327
1864,1864,1864,0.9,Very Good,H,VS2,62.1,57.0,6.15,6.19,3.83,4290
1865,1865,1865,1.21,Premium,G,SI1,62.8,57.0,6.78,6.71,4.24,6416
1866,1866,1866,1.52,Very Good,D,SI2,60.4,63.0,7.47,7.41,4.49,10331
1867,1867,1867,0.56,Ideal,F,VS2,61.6,57.0,5.32,5.35,3.27,1912
1868,1868,1868,0.7,Good,H,SI2,64.2,60.0,5.61,5.58,3.57,2001
1869,1869,1869,0.32,Ideal,E,VS2,61.9,56.0,4.43,4.38,2.73,900
1870,1870,1870,1.01,Premium,F,SI2,60.3,60.0,6.48,6.45,3.9,4197
1871,1871,1871,0.27,Good,F,VS1,61.3,64.0,4.15,4.18,2.56,415
1872,1872,1872,0.52,Very Good,E,VS2,62.8,57.0,5.13,5.16,3.23,1689
1873,1873,1873,1.1,Premium,H,SI1,62.5,58.0,6.56,6.52,4.09,5950
1874,1874,1874,1.51,Good,F,SI1,62.6,60.0,7.26,7.3,4.56,10701
1875,1875,1875,1.5,Very Good,J,VS2,63.4,58.0,7.23,7.27,4.6,7418
1876,1876,1876,0.72,Ideal,I,VS1,61.4,56.0,5.83,5.77,3.56,2375
1877,1877,1877,1.11,Ideal,F,SI1,61.3,54.0,6.67,6.7,4.1,7877
1878,1878,1878,0.51,Very Good,G,VS1,62.8,56.0,5.07,5.1,3.19,1656
1879,1879,1879,1.22,Ideal,H,SI1,62.6,56.0,6.83,6.78,4.26,5580
1880,1880,1880,0.75,Ideal,G,VS1,62.6,56.0,5.81,5.83,3.64,3639
1881,1881,1881,0.5,Fair,F,VS1,62.6,66.0,5.05,5.08,3.16,1888
1882,1882,1882,0.78,Ideal,E,SI2,61.3,59.0,5.92,5.95,3.63,10003
1883,1883,1883,1.01,Very Good,D,SI1,62.4,61.0,6.34,6.39,3.97,5947
1884,1884,1884,0.74,Ideal,G,VS1,61.3,57.0,5.85,5.85,3.59,2964
1885,1885,1885,0.32,Ideal,G,IF,62.5,55.0,4.41,4.43,2.76,918
1886,1886,1886,0.31,Ideal,D,SI1,62.9,54.0,4.34,4.32,2.72,732
1887,1887,1887,0.59,Ideal,G,VS2,62.5,55.0,5.37,5.34,3.35,1808
1888,1888,1888,2.22,Premium,D,SI2,62.2,59.0,8.32,8.36,5.18,17608
1889,1889,1889,0.32,Ideal,G,VVS1,62.0,56.0,4.39,4.42,2.73,842
1890,1890,1890,0.29,Very Good,F,VVS2,61.9,57.0,4.24,4.26,2.64,620
1891,1891,1891,1.21,Ideal,H,SI1,62.0,56.0,6.81,6.84,4.23,6808
1892,1892,1892,0.31,Ideal,E,VS2,62.8,56.0,4.37,4.33,2.73,872
1893,1893,1893,0.55,Ideal,D,SI1,61.4,55.0,5.28,5.24,3.24,1240
1894,1894,1894,1.03,Premium,G,SI1,61.5,56.0,6.53,6.49,4.0,4950
1895,1895,1895,0.9,Very Good,F,SI1,59.2,62.0,6.28,6.35,3.76,3689
1896,1896,1896,0.37,Ideal,E,VS1,61.9,54.0,4.64,4.67,2.88,947
1897,1897,1897,0.71,Ideal,H,VVS1,61.4,55.0,5.73,5.79,3.54,2538
1898,1898,1898,0.5,Ideal,E,SI2,62.9,57.0,5.09,5.05,3.19,1154
1899,1899,1899,1.21,Ideal,H,SI1,62.9,56.0,6.78,6.81,4.27,5019
1900,1900,1900,0.7,Very Good,G,VS2,59.4,63.0,5.79,5.76,3.43,2694
1901,1901,1901,0.5,Ideal,E,VS2,62.9,57.0,5.08,5.05,3.18,1746
1902,1902,1902,1.01,Premium,F,VS2,62.1,59.0,6.43,6.37,3.97,6596
1903,1903,1903,1.58,Premium,F,SI1,59.7,60.0,7.63,7.57,4.55,11007
1904,1904,1904,1.25,Ideal,H,SI1,62.7,57.0,6.86,6.81,4.29,6682
1905,1905,1905,0.9,Good,E,SI2,63.8,61.0,6.05,6.01,3.85,3205
1906,1906,1906,1.05,Premium,F,SI1,62.4,59.0,6.55,6.47,4.06,5186
1907,1907,1907,0.26,Premium,G,SI1,61.9,59.0,4.11,4.14,2.55,391
1908,1908,1908,0.32,Ideal,G,IF,62.1,55.0,4.4,4.42,2.74,918
1909,1909,1909,1.01,Ideal,H,SI2,59.6,60.0,6.54,6.51,3.88,3955
1910,1910,1910,1.53,Ideal,I,VS2,61.9,56.0,7.37,7.44,4.57,9292
1911,1911,1911,0.3,Ideal,D,SI2,60.2,57.0,4.37,4.34,2.62,534
1912,1912,1912,0.91,Very Good,F,VS1,63.4,55.0,6.18,6.14,3.89,5090
1913,1913,1913,1.02,Ideal,F,IF,62.0,55.0,6.47,6.5,4.02,9901
1914,1914,1914,0.57,Ideal,I,VS2,61.2,57.0,5.33,5.37,3.26,1323
1915,1915,1915,1.01,Very Good,G,VS2,63.1,59.0,6.37,6.33,4.0,5226
1916,1916,1916,0.32,Ideal,G,VS2,61.6,57.0,4.4,4.43,2.72,561
1917,1917,1917,0.31,Ideal,H,SI1,62.1,55.0,4.34,4.37,2.71,521
1918,1918,1918,2.02,Premium,I,VS2,61.9,58.0,8.14,8.02,4.99,17455
1919,1919,1919,0.91,Very Good,E,SI1,62.6,59.0,6.15,6.22,3.87,4165
1920,1920,1920,1.2,Ideal,G,VS2,61.4,57.0,6.79,6.93,4.22,8401
1921,1921,1921,0.51,Ideal,H,VS1,62.6,55.0,5.09,5.14,3.21,1546
1922,1922,1922,1.02,Ideal,H,SI1,60.7,56.0,6.58,6.51,3.98,4812
1923,1923,1923,0.53,Ideal,H,VS1,62.0,54.0,5.21,5.23,3.24,1350
1924,1924,1924,1.01,Good,F,SI2,63.6,58.0,6.32,6.36,4.03,4260
1925,1925,1925,0.35,Premium,E,SI1,60.7,60.0,4.56,4.52,2.75,788
1926,1926,1926,1.13,Ideal,H,VS2,62.2,56.0,6.7,6.64,4.14,5093
1927,1927,1927,0.31,Ideal,E,VS2,60.8,57.0,4.41,4.38,2.67,773
1928,1928,1928,1.0,Very Good,G,SI1,63.1,57.0,6.36,6.31,4.0,4032
1929,1929,1929,0.54,Ideal,G,VS1,60.6,56.0,5.27,5.32,3.21,1842
1930,1930,1930,0.38,Ideal,F,VS1,61.6,57.0,4.63,4.67,2.88,949
1931,1931,1931,0.77,Premium,E,SI2,61.9,58.0,5.91,5.87,3.64,2869
1932,1932,1932,0.4,Ideal,D,VS2,61.5,56.0,4.76,4.74,2.93,852
1933,1933,1933,0.4,Ideal,G,SI1,62.6,57.0,4.73,4.76,2.96,882
1934,1934,1934,1.0,Very Good,D,SI1,59.8,54.0,6.51,6.5,3.89,5390
1935,1935,1935,1.04,Premium,G,VS2,62.6,59.0,6.5,6.43,4.05,6377
1936,1936,1936,0.42,Premium,G,VVS1,61.3,59.0,4.76,4.8,2.93,1031
1937,1937,1937,1.56,Ideal,D,VS2,62.6,56.0,7.38,7.43,4.63,12846
1938,1938,1938,0.23,Very Good,E,VS1,60.5,63.0,3.98,4.0,2.42,375
1939,1939,1939,1.02,Very Good,E,SI2,60.0,61.0,6.5,6.56,3.92,4949
1940,1940,1940,0.3,Ideal,E,VVS1,62.0,55.0,4.3,4.33,2.68,826
1941,1941,1941,0.56,Ideal,G,VS2,62.4,57.0,5.32,5.28,3.3,1664
1942,1942,1942,1.26,Premium,H,VS2,62.4,58.0,6.89,6.87,4.29,5952
1943,1943,1943,0.53,Ideal,E,SI2,62.0,54.0,5.24,5.21,3.24,1270
1944,1944,1944,0.51,Premium,D,VVS1,60.5,58.0,5.22,5.17,3.15,1793
1945,1945,1945,1.12,Ideal,I,SI2,61.8,56.0,6.71,6.67,4.13,4514
1946,1946,1946,0.34,Very Good,H,VS2,63.3,57.0,4.48,4.45,2.83,689
1947,1947,1947,1.01,Very Good,G,VS1,63.3,57.0,6.38,6.34,4.03,6732
1948,1948,1948,0.53,Very Good,D,VS1,62.8,57.0,5.14,5.19,3.24,1873
1949,1949,1949,0.9,Very Good,H,VVS2,63.0,56.0,6.11,6.14,3.86,4940
1950,1950,1950,1.01,Premium,F,SI2,58.9,61.0,6.58,6.46,3.85,3917
1951,1951,1951,1.06,Ideal,G,VS1,60.9,57.0,6.58,6.61,4.03,8049
1952,1952,1952,1.27,Ideal,J,VS2,62.6,55.0,6.92,6.87,4.32,7334
1953,1953,1953,1.02,Very Good,J,SI2,63.5,57.0,6.36,6.4,4.05,3391
1954,1954,1954,1.02,Ideal,E,VS2,62.8,56.0,6.42,6.4,4.03,9177
1955,1955,1955,0.26,Ideal,H,VS2,61.7,55.0,4.08,4.11,2.53,391
1956,1956,1956,1.0,Premium,E,SI1,59.1,60.0,6.56,6.58,3.88,5177
1957,1957,1957,0.34,Premium,F,VS2,60.0,58.0,4.53,4.56,2.73,751
1958,1958,1958,0.29,Very Good,F,VS1,62.2,59.0,4.26,4.24,2.64,504
1959,1959,1959,0.55,Ideal,F,VS2,62.3,55.0,5.28,5.25,3.28,1402
1960,1960,1960,0.41,Ideal,G,VS1,61.9,57.0,4.8,4.76,2.96,961
1961,1961,1961,0.31,Ideal,D,VS2,61.2,56.0,4.37,4.42,2.69,734
1962,1962,1962,1.53,Premium,F,SI2,61.8,57.0,7.4,7.35,4.56,8752
1963,1963,1963,0.9,Premium,I,SI2,62.7,59.0,6.03,5.98,3.78,3703
1964,1964,1964,0.4,Ideal,G,VS2,61.9,57.0,4.77,4.74,2.94,898
1965,1965,1965,1.73,Good,D,SI1,64.0,58.0,7.6,7.55,4.86,14330
1966,1966,1966,0.4,Very Good,H,VS1,62.9,56.0,4.72,4.76,2.98,773
1967,1967,1967,0.91,Ideal,H,VS2,61.7,57.0,6.2,6.24,3.83,3989
1968,1968,1968,1.02,Premium,F,SI1,61.3,59.0,6.48,6.44,3.96,4989
1969,1969,1969,0.71,Very Good,G,VS2,63.3,58.0,5.66,5.69,3.59,2461
1970,1970,1970,0.74,Premium,E,VS2,62.0,59.0,5.79,5.76,3.58,2858
1971,1971,1971,0.43,Premium,F,VVS2,60.6,58.0,4.88,4.84,2.95,1263
1972,1972,1972,0.55,Ideal,G,SI1,61.6,56.0,5.27,5.32,3.27,1364
1973,1973,1973,0.58,Very Good,H,SI1,62.6,56.0,5.3,5.34,3.32,1999
1974,1974,1974,0.28,Very Good,E,VVS2,61.2,59.0,4.21,4.19,2.57,568
1975,1975,1975,0.37,Good,F,SI1,62.4,59.0,4.56,4.59,2.86,616
1976,1976,1976,1.11,Premium,E,VS2,60.9,57.0,6.7,6.65,4.07,6956
1977,1977,1977,0.3,Very Good,E,SI1,62.9,58.0,4.27,4.3,2.69,499
1978,1978,1978,0.51,Ideal,F,VS1,61.7,55.0,5.18,5.14,3.18,2085
1979,1979,1979,1.71,Premium,G,VS2,60.9,60.0,7.79,7.7,4.72,15619
1980,1980,1980,0.74,Good,F,SI1,63.1,60.0,5.72,5.74,3.61,2705
1981,1981,1981,1.03,Ideal,H,SI2,62.3,56.0,6.42,6.46,4.01,3751
1982,1982,1982,1.2,Premium,I,VS1,58.7,59.0,6.96,6.89,4.09,5561
1983,1983,1983,0.3,Ideal,F,VS2,62.0,57.0,4.25,4.28,2.65,673
1984,1984,1984,0.31,Ideal,F,VS2,62.2,54.0,4.33,4.35,2.7,625
1985,1985,1985,1.2,Very Good,H,VS2,64.1,57.0,6.71,6.64,4.28,4724
1986,1986,1986,0.3,Ideal,I,VVS1,61.2,56.0,4.29,4.33,2.64,552
1987,1987,1987,0.4,Very Good,E,VS2,59.7,59.0,4.84,4.87,2.89,1087
1988,1988,1988,1.23,Ideal,J,VS2,61.9,57.0,6.87,6.89,4.26,6135
1989,1989,1989,1.08,Ideal,D,SI1,62.6,56.0,6.57,6.5,4.09,5777
1990,1990,1990,0.33,Ideal,F,VVS1,61.9,57.0,4.44,4.42,2.75,974
1991,1991,1991,1.54,Premium,E,SI1,61.1,58.0,7.45,7.44,4.54,12851
1992,1992,1992,0.51,Very Good,E,VS1,62.3,56.0,5.08,5.13,3.18,1841
1993,1993,1993,0.4,Premium,D,SI1,60.6,60.0,4.8,4.76,2.9,990
1994,1994,1994,1.58,Ideal,G,VS1,61.5,55.0,7.52,7.55,4.63,14127
1995,1995,1995,1.5,Premium,I,VS2,62.6,58.0,7.23,7.19,4.52,8530
1996,1996,1996,0.4,Very Good,H,SI1,59.8,60.0,4.8,4.85,2.89,622
1997,1997,1997,0.32,Premium,I,VVS2,61.6,58.0,4.4,4.36,2.7,567
